algoritmo,20,500,5000,10000,100000
Inserção,0.000000,0.000249,0.036602,0.146404,14.768017
Seleção,0.000000,0.000482,0.049144,0.196893,19.739266
Quick,0.000001,0.000015,0.000563,0.001587,0.018616
Shell,0.000002,0.000074,0.001230,0.003360,0.045699
Heap,0.000003,0.000095,0.001337,0.002784,0.036805
Merge,0.000031,0.000622,0.004855,0.009447,0.131543
