algoritmo,20,500,5000,10000,100000
Inserção,0.000000,0.000003,0.000030,0.000060,0.000613
Seleção,0.000001,0.000490,0.048852,0.195980,19.703549
Quick,0.000001,0.000018,0.000241,0.000504,0.006206
Shell,0.000001,0.000012,0.000160,0.000346,0.004339
Heap,0.000002,0.000094,0.001279,0.002747,0.033096
Merge,0.000013,0.000362,0.005658,0.012485,0.116602
