algoritmo,20,500,5000,10000,100000
Inserção,0.000010,0.008963,2.420955,11.337532,1247.568138
Seleção,0.000004,0.000599,0.061545,0.267976,99.815153
Quick,0.000003,0.000072,0.002214,0.004816,0.055969
Shell,0.000004,0.000257,0.006276,0.018715,0.211866
Heap,0.000007,0.000454,0.008812,0.020081,0.265885
Merge,0.000041,0.002640,0.029288,0.061785,0.804075
