algoritmo,20,500,5000,10000,100000
Inserção,0.000003,0.000054,0.001078,0.002183,0.021456
Seleção,0.000003,0.000585,0.059103,0.262362,96.098596
Quick,0.000003,0.000048,0.001202,0.002657,0.033262
Shell,0.000001,0.000014,0.000223,0.000522,0.019103
Heap,0.000010,0.000528,0.010215,0.022840,0.282523
Merge,0.000038,0.001524,0.029314,0.061639,0.806365
