algoritmo,20,500,5000,10000,100000
Inserção,0.000007,0.004068,1.030585,5.208401,592.148406
Seleção,0.000005,0.000622,0.060003,0.263239,96.027117
Quick,0.000005,0.000260,0.005036,0.011348,0.162334
Shell,0.000006,0.000502,0.014784,0.036376,0.672644
Heap,0.000009,0.000535,0.011334,0.027568,0.440603
Merge,0.000066,0.008761,0.032634,0.064339,0.805080
